#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1764757982107940608,0.147539124,0.042610578,-0.041012682,-0.002540588,-0.004240066,-0.117038131
1764757982109117184,0.147539124,0.042610578,-0.041012682,-0.002540588,-0.004240066,-0.117038131
1764757981754345984,0.004996530,0.008724489,0.005537365,0.383634408,0.210996575,9.831631658
1764757982110437376,0.147539124,0.042610578,-0.041012682,-0.002540588,-0.004240066,-0.117038131
1764757982111642880,0.147539124,0.042610578,-0.041012682,-0.002540588,-0.004240066,-0.117038131
1764757982113317376,0.147539124,0.042610578,-0.041012682,-0.002540588,-0.004240066,-0.117038131
1764757982114701568,0.147539124,0.042610578,-0.041012682,-0.002540588,-0.004240066,-0.117038131
1764757981760202240,0.003353558,0.007379249,0.005037906,0.329117483,0.144782985,9.810447238
1764757982116195840,0.147539124,0.042610578,-0.041012682,-0.002540588,-0.004240066,-0.117038131
1764757982117615616,0.147539124,0.042610578,-0.041012682,-0.002540588,-0.004240066,-0.117038131
1764757982119391232,0.153930709,0.017576864,-0.042077947,0.193717957,0.011463374,-0.037453532
1764757982120751360,0.153930709,0.017576864,-0.042077947,0.193717957,0.011463374,-0.037453532
1764757981766249728,0.004601278,0.007678942,0.006589731,0.338266578,0.169815531,9.784881035
1764757982122084352,0.153930709,0.017576864,-0.042077947,0.193717957,0.011463374,-0.037453532
1764757982123207936,0.153930709,0.017576864,-0.042077947,0.193717957,0.011463374,-0.037453532
1764757982124344832,0.153930709,0.017576864,-0.042077947,0.193717957,0.011463374,-0.037453532
1764757982125378304,0.153930709,0.017576864,-0.042077947,0.193717957,0.011463374,-0.037453532
1764757982126461696,0.153930709,0.017576864,-0.042077947,0.193717957,0.011463374,-0.037453532
1764757981772004096,0.005645003,0.003916394,0.003980166,0.398976931,0.258440495,9.831542309
1764757982127380736,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982128337408,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982130804736,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982131983360,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982133063168,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757981777722368,0.004608452,0.009202871,0.006100636,0.333038098,0.222263466,9.792483847
1764757982134313472,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982135782400,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982136906496,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757981782903808,0.006037002,0.007281848,0.003677139,0.327882709,0.224956103,9.828042782
1764757982137940480,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982139305728,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982140277504,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982141447424,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982142920448,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757981788682240,0.006483993,0.008431132,0.006364599,0.403832420,0.132164331,9.800286526
1764757982144558848,0.164583355,-0.006924219,-0.051665325,0.193717957,0.011463374,-0.037453532
1764757982146087168,0.196008652,-0.012250541,-0.036751624,0.103725433,0.056524217,0.016233802
1764757982147553792,0.196008652,-0.012250541,-0.036751624,0.103725433,0.056524217,0.016233802
1764757982148707840,0.196008652,-0.012250541,-0.036751624,0.103725433,0.056524217,0.016233802
1764757982149805568,0.196008652,-0.012250541,-0.036751624,0.103725433,0.056524217,0.016233802
1764757981794109184,0.005719622,0.007552397,0.001519932,0.363222289,0.164463690,9.757028314
1764757982151248128,0.196008652,-0.012250541,-0.036751624,0.103725433,0.056524217,0.016233802
1764757982152774144,0.196008652,-0.012250541,-0.036751624,0.103725433,0.056524217,0.016233802
1764757982154120960,0.196008652,-0.012250541,-0.036751624,0.103725433,0.056524217,0.016233802
1764757981799843584,0.004507910,0.007328962,0.006042814,0.443239409,0.100413910,9.872463733
1764757982155698432,0.196008652,-0.012250541,-0.036751624,0.103725433,0.056524217,0.016233802
1764757982157254656,0.196008652,-0.012250541,-0.036751624,0.103725433,0.056524217,0.016233802
1764757982158745344,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757981805486848,0.008176603,0.007738218,0.000920190,0.420958602,0.148755667,9.844763748
1764757982160673536,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757982163274496,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757982164958976,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757982166489088,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757981810969856,0.005619744,0.007191694,0.008351027,0.373052522,0.274792579,9.813188689
1764757982168170240,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757982169627392,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757982171173120,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757981816620032,0.005518172,0.004173678,0.008772069,0.461467469,0.215806134,9.733022895
1764757982172735488,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757982174387456,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757982175799040,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757982177302272,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757981822659840,0.005018880,0.009814300,0.002277772,0.328939345,0.314029117,9.889868292
1764757982178877952,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757982182255360,0.211454988,0.027696876,-0.031957932,0.103725433,0.056524217,0.016233802
1764757981828097792,0.005586997,0.008095322,0.007640919,0.436759773,0.145109414,9.781412308
1764757982183512320,0.223705530,-0.004793690,-0.027696876,0.068759918,0.125627398,-0.063525677
1764757982184962560,0.223705530,-0.004793690,-0.027696876,0.068759918,0.125627398,-0.063525677
1764757982186004224,0.223705530,-0.004793690,-0.027696876,0.068759918,0.125627398,-0.063525677
1764757982187094272,0.223705530,-0.004793690,-0.027696876,0.068759918,0.125627398,-0.063525677
1764757982188026112,0.223705530,-0.004793690,-0.027696876,0.068759918,0.125627398,-0.063525677
1764757981833572352,0.003380889,0.008559012,0.003755942,0.400341363,0.285688569,9.771337712
1764757982189189120,0.223705530,-0.004793690,-0.027696876,0.068759918,0.125627398,-0.063525677
1764757982191019008,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982192475392,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982194535680,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757981839343872,0.003706326,0.008615407,0.004754871,0.293135261,0.172176645,9.905193699
1764757982196320768,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982197674496,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982199113216,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757981845369600,0.003287918,0.009365683,0.005233582,0.350498584,0.166110757,9.816357550
1764757982201144064,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982204900096,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757981850883584,0.004437214,0.007234580,0.000273187,0.378106085,0.227200146,9.763614331
1764757982206383872,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982207819520,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982208966656,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982209922048,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982211287040,0.201334983,-0.033555832,-0.033023197,0.068759918,0.125627398,-0.063525677
1764757982212273920,0.207726568,0.025566347,-0.014381070,0.055558205,0.138799936,-0.069237351
1764757981856787200,0.006573958,0.010029139,0.002445229,0.277045997,0.185866459,9.783794144
1764757982213679104,0.207726568,0.025566347,-0.014381070,0.055558205,0.138799936,-0.069237351
1764757982214932224,0.207726568,0.025566347,-0.014381070,0.055558205,0.138799936,-0.069237351
1764757982216076800,0.207726568,0.025566347,-0.014381070,0.055558205,0.138799936,-0.069237351
1764757982217505280,0.207726568,0.025566347,-0.014381070,0.055558205,0.138799936,-0.069237351
1764757981862046464,0.003998353,0.006836570,0.002529490,0.407158497,0.211813283,9.820981412
1764757982218784000,0.207726568,0.025566347,-0.014381070,0.055558205,0.138799936,-0.069237351
1764757982220363008,0.207726568,0.025566347,-0.014381070,0.055558205,0.138799936,-0.069237351
1764757982221866240,0.207726568,0.025566347,-0.014381070,0.055558205,0.138799936,-0.069237351
1764757981868156672,0.005032693,0.007380874,0.003986292,0.401766541,0.253371671,9.701211109
1764757982224316160,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982225567232,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982226956032,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982228293888,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757981873823232,0.002489324,0.007800606,0.001333766,0.366453619,0.232910271,9.780926588
1764757982229651456,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982231392768,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982233342720,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982235300864,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757981879844352,0.004303779,0.005469825,0.003471712,0.361949569,0.200659890,9.666578937
1764757982237149184,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982238681600,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982239979776,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757981885165056,0.005058130,0.007240533,0.001857713,0.276191116,0.123007543,9.735268095
1764757982241401600,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982243003392,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982245213696,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757981890884608,0.007285620,0.006088716,0.006483619,0.264484998,0.202855007,9.719365691
1764757982247247872,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982248878336,0.174170732,0.015446335,0.010120012,0.055558205,0.138799936,-0.069237351
1764757982250637824,0.129429638,0.053795855,0.033555832,-0.068871498,0.073972821,-0.210741878
1764757981896844032,0.008420076,0.008965304,0.000666884,0.329451577,0.231782704,9.804070056
1764757982253081344,0.129429638,0.053795855,0.033555832,-0.068871498,0.073972821,-0.210741878
1764757982255263744,0.129429638,0.053795855,0.033555832,-0.068871498,0.073972821,-0.210741878
1764757982257202176,0.129429638,0.053795855,0.033555832,-0.068871498,0.073972821,-0.210741878
1764757981902594048,0.004681655,0.006771793,0.003269934,0.390392579,0.130581237,9.845187657
1764757982258648832,0.129429638,0.053795855,0.033555832,-0.068871498,0.073972821,-0.210741878
1764757982261920256,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757982263468544,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757981908729856,0.004981899,0.004096824,0.002419546,0.319093816,0.197699759,9.873019404
1764757982265137664,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757982266716928,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757982268372736,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757982270208256,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757981914604800,0.006071810,0.007463332,0.003165697,0.289876988,0.176470182,9.729131059
1764757982272116480,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757982273926912,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757981920033280,0.005678380,0.009236526,0.000335367,0.281901502,0.125676209,9.740986522
1764757982276576768,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757982278294528,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757982279910144,0.142212808,0.105461180,0.043143209,-0.068871498,0.073972821,-0.210741878
1764757981925169408,0.003131275,0.006763184,-0.001830329,0.369074512,0.164285204,9.823187326
1764757982281377024,0.172040209,0.063383237,0.018109497,0.057752609,0.086186498,0.012699842
1764757982283186688,0.172040209,0.063383237,0.018109497,0.057752609,0.086186498,0.012699842
1764757982284711168,0.172040209,0.063383237,0.018109497,0.057752609,0.086186498,0.012699842
1764757981930432768,0.002716933,0.007556611,-0.000431619,0.305802275,0.117402122,9.728877200
1764757982286546176,0.172040209,0.063383237,0.018109497,0.057752609,0.086186498,0.012699842
1764757982288105216,0.172040209,0.063383237,0.018109497,0.057752609,0.086186498,0.012699842
1764757982290446336,0.172040209,0.063383237,0.018109497,0.057752609,0.086186498,0.012699842
1764757981935885824,0.004595387,0.006474001,-0.000768629,0.404391306,0.188290594,9.784464224
1764757982292128000,0.172040209,0.063383237,0.018109497,0.057752609,0.086186498,0.012699842
1764757982293885696,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757982295662848,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757981941019648,0.002822482,0.008647797,-0.000985625,0.303536222,0.124090937,9.808721129
1764757982297337600,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757982300771584,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757981947094528,0.005134233,0.007666049,0.001995059,0.362889410,0.144688656,9.799325269
1764757982303383808,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757982305174272,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757982307126528,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757981952448256,0.004519825,0.006893618,0.000834939,0.368783807,0.146178068,9.705270269
1764757982308769536,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757982310065408,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757982311921152,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757981958076160,0.003524003,0.007609920,0.002506253,0.187730135,0.093029958,9.790211335
1764757982314036480,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757982316126976,0.220509738,0.020240024,0.013848438,0.057752609,0.086186498,0.012699842
1764757982317942528,0.246076092,0.029294772,0.017576864,-0.040654182,0.084994912,-0.071396828
1764757981963448064,0.002907555,0.010575771,-0.000591067,0.394266936,0.176965152,9.760206136
1764757982319281920,0.246076092,0.029294772,0.017576864,-0.040654182,0.084994912,-0.071396828
1764757982320971264,0.246076092,0.029294772,0.017576864,-0.040654182,0.084994912,-0.071396828
1764757982322648832,0.246076092,0.029294772,0.017576864,-0.040654182,0.084994912,-0.071396828
1764757982324135168,0.246076092,0.029294772,0.017576864,-0.040654182,0.084994912,-0.071396828
1764757981968640512,0.006268840,0.005605109,0.001291783,0.337308326,0.141169278,9.749916674
1764757982325547264,0.246076092,0.029294772,0.017576864,-0.040654182,0.084994912,-0.071396828
1764757982328316928,0.246076092,0.029294772,0.017576864,-0.040654182,0.084994912,-0.071396828
1764757981974290944,0.004227168,0.010364596,0.001489718,0.288690806,0.212533966,9.773620727
1764757982331073024,0.246076092,0.029294772,0.017576864,-0.040654182,0.084994912,-0.071396828
1764757982333734656,0.246076092,0.029294772,0.017576864,-0.040654182,0.084994912,-0.071396828
1764757981979984128,0.003854021,0.005965616,0.001017185,0.306169309,0.176053103,9.763776884
1764757982336515584,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757981985721344,0.004855433,0.010408139,-0.000150560,0.290389708,0.151492107,9.731290760
1764757982338701568,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982342947072,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982344589056,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982346074880,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757981991464448,0.003069144,0.010145454,-0.000278082,0.313995011,0.118600886,9.819542608
1764757982347618816,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982349001728,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982350772736,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982352229376,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757981996984064,0.003509514,0.007158341,-0.001848587,0.311810860,0.143435300,9.686036397
1764757982354213632,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982355956736,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982357531136,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982002724608,0.000053424,0.005599935,-0.002227578,0.307987348,0.122702760,9.724286688
1764757982358817024,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982360242432,0.289751947,0.077231675,0.019707393,-0.040654182,0.084994912,-0.071396828
1764757982361798400,0.267381370,0.081492729,0.031957932,0.094129562,-0.081276894,-0.028516293
1764757982008506880,0.004046452,0.008491101,0.002048671,0.231913026,0.080872355,9.795219839
1764757982363645440,0.267381370,0.081492729,0.031957932,0.094129562,-0.081276894,-0.028516293
1764757982365741312,0.267381370,0.081492729,0.031957932,0.094129562,-0.081276894,-0.028516293
1764757982368467968,0.267381370,0.081492729,0.031957932,0.094129562,-0.081276894,-0.028516293
1764757982014379776,0.004352488,0.007622512,-0.001326900,0.180582756,0.086124534,9.875173289
1764757982370703360,0.267381370,0.081492729,0.031957932,0.094129562,-0.081276894,-0.028516293
1764757982373075968,0.267381370,0.081492729,0.031957932,0.094129562,-0.081276894,-0.028516293
1764757982375101184,0.267381370,0.081492729,0.031957932,0.094129562,-0.081276894,-0.028516293
1764757982019884800,0.005008906,0.008013746,0.000745757,0.279902447,0.166954478,9.726156945
1764757982377090816,0.267381370,0.081492729,0.031957932,0.094129562,-0.081276894,-0.028516293
1764757982379363584,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982025290240,0.001486929,0.012232598,-0.000589291,0.362393305,0.116318729,9.738527919
1764757982381398272,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982382860544,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982384768512,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982030662144,0.005280558,0.007725781,0.000521401,0.260410436,0.059807954,9.692763856
1764757982386775296,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982388508416,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982390025216,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982036091904,0.003229455,0.009083201,-0.000515450,0.274139890,0.122003585,9.761955836
1764757982392918016,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982394650880,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982396227840,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982041687296,0.004722376,0.010056727,-0.002628154,0.223617488,0.079557910,9.720715331
1764757982397560576,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982399240704,0.220509738,0.044741109,0.014913702,0.094129562,-0.081276894,-0.028516293
1764757982400546816,0.193345502,0.090547480,-0.006391587,-0.246704102,0.002391994,-0.081476212
1764757982047253760,0.002449504,0.008086176,0.001080138,0.260210277,0.159180325,9.720642000
1764757982402707200,0.193345502,0.090547480,-0.006391587,-0.246704102,0.002391994,-0.081476212
1764757982404866304,0.193345502,0.090547480,-0.006391587,-0.246704102,0.002391994,-0.081476212
1764757982406911744,0.193345502,0.090547480,-0.006391587,-0.246704102,0.002391994,-0.081476212
1764757982052960000,0.007056871,0.003390923,-0.001228236,0.223403170,-0.028245967,9.722803229
1764757982409154048,0.193345502,0.090547480,-0.006391587,-0.246704102,0.002391994,-0.081476212
1764757982411151360,0.193345502,0.090547480,-0.006391587,-0.246704102,0.002391994,-0.081476212
1764757982413118976,0.193345502,0.090547480,-0.006391587,-0.246704102,0.002391994,-0.081476212
1764757982059057920,0.005182096,0.008358130,-0.004622158,0.302842470,0.059576232,9.803909377
1764757982415962368,0.193345502,0.090547480,-0.006391587,-0.246704102,0.002391994,-0.081476212
1764757982064460032,0.003453621,0.005121465,-0.002482707,0.311298524,0.100556922,9.744623642
1764757982418842624,0.193345502,0.090547480,-0.006391587,-0.246704102,0.002391994,-0.081476212
1764757982423181056,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982424787456,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982070164224,0.001507310,0.008566300,-0.000077574,0.300104311,0.143355971,9.749628475
1764757982426564096,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982428016128,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982429476608,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982075908864,0.003397184,0.007447234,0.001951835,0.218798554,0.064751429,9.704782399
1764757982431163392,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982434710528,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982081148160,0.003633377,0.008083421,-0.002047486,0.257343687,0.006357923,9.703708604
1764757982436465664,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982437570304,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982439602688,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982441909248,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982086448896,0.001678423,0.008985594,-0.002925771,0.221479197,0.050029298,9.732766647
1764757982444176640,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982092438784,-0.000359653,0.005721465,-0.003343978,0.134927159,0.083163431,9.705161644
1764757982447152640,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982450509824,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982098152704,0.002521737,0.009127869,-0.005899656,0.229325333,0.091558767,9.734064801
1764757982455092992,0.157126501,0.079362199,-0.015446335,-0.246704102,0.002391994,-0.081476212
1764757982103340288,0.002058991,0.013593675,-0.005608531,0.295063342,0.021899156,9.685739851
1764757982461797888,0.154995978,-0.002130529,-0.018642128,0.021118164,0.032414377,0.143322945
1764757982108663552,0.003700028,0.011808732,-0.004686978,0.268596455,0.075649952,9.695586343
1764757982465207296,0.154995978,-0.002130529,-0.018642128,0.021118164,0.032414377,0.143322945
1764757982468252416,0.154995978,-0.002130529,-0.018642128,0.021118164,0.032414377,0.143322945
1764757982113747456,0.001588347,0.007036883,-0.001594973,0.168000009,0.088646454,9.762780228
1764757982472076800,0.154995978,-0.002130529,-0.018642128,0.021118164,0.032414377,0.143322945
1764757982119844608,0.002690336,0.010661762,-0.002953797,0.135927707,-0.018756771,9.665500056
1764757982475066624,0.154995978,-0.002130529,-0.018642128,0.021118164,0.032414377,0.143322945
1764757982477618944,0.154995978,-0.002130529,-0.018642128,0.021118164,0.032414377,0.143322945
1764757982479420928,0.154995978,-0.002130529,-0.018642128,0.021118164,0.032414377,0.143322945
1764757982125269248,0.001198467,0.008496517,-0.002516875,0.215907658,0.021192387,9.722404893
1764757982482016768,0.154995978,-0.002130529,-0.018642128,0.021118164,0.032414377,0.143322945
1764757982484568064,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982130740224,0.000628786,0.008068448,-0.003913855,0.195703378,0.127170803,9.700687138
1764757982487704064,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982491001088,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982136760320,0.002618570,0.011612978,0.000196172,0.225490277,0.032384760,9.802770257
1764757982494320128,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982496377600,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982142508288,0.000814614,0.009036645,-0.002374007,0.269411338,0.051912331,9.658192367
1764757982498422016,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982500751360,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982148312832,0.002143556,0.010326496,-0.002619088,0.200226120,-0.014540821,9.781463713
1764757982503850240,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982507348224,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982154409728,0.000745993,0.009108735,-0.006323611,0.225243054,0.040655573,9.642552790
1764757982509755648,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982512879104,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982159939072,0.003352100,0.009826110,0.000940908,0.205492899,0.048238950,9.764623004
1764757982516138496,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982517582336,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982519217664,0.144875973,0.021837922,0.018109497,0.021118164,0.032414377,0.143322945
1764757982165084160,-0.000418215,0.009280518,-0.002031935,0.319370982,0.001780239,9.738614297
1764757982521057024,0.142745435,0.082025364,0.034088463,0.026685715,0.008569539,-0.003239512
1764757982522369536,0.142745435,0.082025364,0.034088463,0.026685715,0.008569539,-0.003239512
1764757982524650752,0.142745435,0.082025364,0.034088463,0.026685715,0.008569539,-0.003239512
1764757982170478080,0.002444259,0.006523541,-0.003913138,0.234148530,0.061278206,9.676884626
1764757982526448896,0.142745435,0.082025364,0.034088463,0.026685715,0.008569539,-0.003239512
1764757982528707840,0.142745435,0.082025364,0.034088463,0.026685715,0.008569539,-0.003239512
1764757982176330496,0.000236889,0.006532408,-0.006124905,0.218371210,0.020950440,9.730308998
1764757982531968768,0.142745435,0.082025364,0.034088463,0.026685715,0.008569539,-0.003239512
1764757982534262784,0.142745435,0.082025364,0.034088463,0.026685715,0.008569539,-0.003239512
1764757982181885440,0.002863429,0.010986886,-0.002425746,0.176482511,0.005930644,9.745799565
1764757982536340992,0.142745435,0.082025364,0.034088463,0.026685715,0.008569539,-0.003239512
1764757982538652928,0.142745435,0.082025364,0.034088463,0.026685715,0.008569539,-0.003239512
